,loss,accuracy,val_loss,val_accuracy
0,3.2716190814971924,0.1134423315525055,2.6165223121643066,0.18234388530254364
1,2.435671091079712,0.2296607345342636,2.3763253688812256,0.2304248809814453
2,2.146484613418579,0.2844288945198059,2.0791120529174805,0.297902375459671
3,1.9448636770248413,0.3221639394760132,1.8902748823165894,0.33172765374183655
4,1.8239802122116089,0.3510546386241913,1.7470836639404297,0.3740483224391937
5,1.7395981550216675,0.3697756826877594,1.7176294326782227,0.380288690328598
6,1.6865090131759644,0.3863763213157654,1.6544840335845947,0.39678269624710083
7,1.6417186260223389,0.4005775451660156,1.6151385307312012,0.40199044346809387
8,1.599737524986267,0.4126443862915039,1.5837565660476685,0.41632431745529175
9,1.565039873123169,0.42574355006217957,1.5859373807907104,0.4222576916217804
10,1.5278196334838867,0.4359271228313446,1.663490891456604,0.39320480823516846
11,1.497248649597168,0.45054683089256287,1.529712438583374,0.43939918279647827
12,1.4768683910369873,0.4557502269744873,1.5049445629119873,0.4574393332004547
13,1.4534608125686646,0.4646783173084259,1.4794749021530151,0.450356125831604
14,1.4312878847122192,0.4720439612865448,1.4145090579986572,0.47574180364608765
15,1.4208968877792358,0.47423413395881653,1.4107722043991089,0.46681663393974304
16,1.403242588043213,0.4794096350669861,1.4365814924240112,0.46952375769615173
17,1.3840878009796143,0.48745885491371155,1.501265287399292,0.44615307450294495
18,1.3745155334472656,0.4884772002696991,1.384584903717041,0.47218623757362366
19,1.3617122173309326,0.49278777837753296,1.337903618812561,0.5071390271186829
20,1.3464722633361816,0.49739134311676025,1.3511509895324707,0.5024336576461792
21,1.3316620588302612,0.5036410093307495,1.3226977586746216,0.5038179159164429
22,1.3166452646255493,0.5086072087287903,1.2998230457305908,0.5226171612739563
23,1.306235432624817,0.5139361619949341,1.2897183895111084,0.5248889327049255
24,1.2949265241622925,0.5162658095359802,1.2952489852905273,0.5256648063659668
25,1.2794888019561768,0.5234082937240601,1.2768980264663696,0.5322456359863281
26,1.2674437761306763,0.5283327102661133,1.2837300300598145,0.5245149731636047
27,1.2547956705093384,0.5362982153892517,1.2609527111053467,0.532764732837677
28,1.2502623796463013,0.5374002456665039,1.286073088645935,0.5314697623252869
29,1.2308509349822998,0.5427291989326477,1.2615145444869995,0.5239958763122559
30,1.2221436500549316,0.5436638593673706,1.2630285024642944,0.5300073623657227
31,1.2200226783752441,0.5483092665672302,1.1991055011749268,0.5527529120445251
32,1.208590030670166,0.552047848701477,1.2105664014816284,0.5552647113800049
33,1.200010895729065,0.5541682839393616,1.1735600233078003,0.5623143911361694
34,1.1880810260772705,0.5589392185211182,1.2258830070495605,0.5553037524223328
35,1.1826212406158447,0.5633195638656616,1.2586731910705566,0.519513726234436
36,1.1766947507858276,0.5633753538131714,1.1607508659362793,0.5711000561714172
37,1.173757791519165,0.5640310049057007,1.1833351850509644,0.556581974029541
38,1.1677165031433105,0.5628452897071838,1.1823610067367554,0.5668355822563171
39,1.15217125415802,0.5714385509490967,1.1383074522018433,0.5768492221832275
40,1.1507108211517334,0.5723732113838196,1.1578099727630615,0.5574917793273926
41,1.1377198696136475,0.5751492381095886,1.1458042860031128,0.5634474754333496
