,loss,accuracy,val_loss,val_accuracy
0,0.8438639044761658,0.692358136177063,0.5507513284683228,0.7814809679985046
1,0.4685303866863251,0.8157050609588623,0.41045457124710083,0.8346524834632874
2,0.41595131158828735,0.8359885215759277,0.39621466398239136,0.843309760093689
3,0.3704586327075958,0.8515428900718689,0.35607805848121643,0.8590669631958008
4,0.3521106243133545,0.8610429167747498,0.35617953538894653,0.8586260080337524
5,0.34004515409469604,0.8656045794487,0.3267434537410736,0.8703587651252747
6,0.32261574268341064,0.869845449924469,0.38826775550842285,0.8546853065490723
7,0.31459498405456543,0.8742397427558899,0.29647591710090637,0.8813603520393372
8,0.3073939383029938,0.8772250413894653,0.2914738357067108,0.8840563297271729
9,0.29238566756248474,0.8832375407218933,0.3117472529411316,0.8745059967041016
10,0.2957697808742523,0.8812008500099182,0.3062424957752228,0.8795351386070251
11,0.2870047986507416,0.8852184414863586,0.30511990189552307,0.8825101852416992
12,0.27516573667526245,0.8898359537124634,0.31127041578292847,0.8761470317840576
13,0.2734910845756531,0.8904637098312378,0.2646232545375824,0.892300546169281
14,0.2645723819732666,0.8947603106498718,0.2851002514362335,0.8887506127357483
15,0.26431336998939514,0.8949277400970459,0.2398177683353424,0.901878833770752
16,0.25436219573020935,0.8982618451118469,0.286582350730896,0.8849884867668152
17,0.2554934024810791,0.8986245393753052,0.2613431513309479,0.8988367915153503
18,0.25434863567352295,0.8996986746788025,0.2718276381492615,0.8930317759513855
19,0.24653299152851105,0.9020562171936035,0.28162112832069397,0.8886668682098389
20,0.2462414801120758,0.9018888473510742,0.26761525869369507,0.8951305150985718
21,0.238408163189888,0.905529797077179,0.28237831592559814,0.8912791013717651
22,0.22981777787208557,0.908445417881012,0.24487288296222687,0.9028946757316589
23,0.23362520337104797,0.906018078327179,0.23282770812511444,0.909352719783783
24,0.2316683828830719,0.9077618718147278,0.23665273189544678,0.902381181716919
25,0.22534742951393127,0.9102868437767029,0.2112816870212555,0.9150349497795105
26,0.2226293832063675,0.9100915193557739,0.22745592892169952,0.9096262454986572
27,0.2202083319425583,0.9122956395149231,0.21997009217739105,0.9133436679840088
28,0.219380185008049,0.9123374819755554,0.2521185576915741,0.9019904732704163
29,0.21521815657615662,0.9140114784240723,0.23982307314872742,0.9040891528129578
30,0.2155206799507141,0.9147229790687561,0.2190438061952591,0.9116803407669067
31,0.21222944557666779,0.9155460000038147,0.2517869770526886,0.90372633934021
32,0.21455244719982147,0.9140533208847046,0.20032836496829987,0.9187077283859253
33,0.20461450517177582,0.9184197187423706,0.23600466549396515,0.9083201289176941
34,0.20589223504066467,0.9173176884651184,0.2259339839220047,0.9105360507965088
35,0.20766304433345795,0.917847752571106,0.24018141627311707,0.9071535468101501
36,0.20032207667827606,0.9203308820724487,0.2011132836341858,0.9164136052131653
37,0.20442719757556915,0.9177361726760864,0.23624184727668762,0.9062102437019348
38,0.20559045672416687,0.9183778762817383,0.17624753713607788,0.9278673529624939
39,0.19566349685192108,0.9210981726646423,0.2352457046508789,0.9094588160514832
40,0.19420354068279266,0.9220607280731201,0.19727373123168945,0.9185569882392883
41,0.19715483486652374,0.9211260676383972,0.24496130645275116,0.909843921661377
42,0.19289901852607727,0.9222699403762817,0.2183716893196106,0.913153886795044
43,0.1912897229194641,0.9236649870872498,0.2227863073348999,0.9140804409980774
44,0.19218619167804718,0.9233301877975464,0.2113024741411209,0.9167987704277039
45,0.186905637383461,0.9244740605354309,0.2338121235370636,0.913779079914093
46,0.18806692957878113,0.9253389835357666,0.2197028398513794,0.9139130115509033
47,0.18466581404209137,0.9261760115623474,0.223759725689888,0.9152191281318665
48,0.18797631561756134,0.9255622029304504,0.1803721934556961,0.9262653589248657
49,0.18417583405971527,0.9265387058258057,0.18286630511283875,0.9254950881004333
50,0.18249456584453583,0.9264131188392639,0.22272750735282898,0.9153363704681396
51,0.1876755952835083,0.9252831935882568,0.24815408885478973,0.9055906534194946
52,0.18261350691318512,0.9265108108520508,0.22261811792850494,0.9148451685905457
53,0.17833516001701355,0.9281987547874451,0.194926917552948,0.923413097858429
54,0.17711623013019562,0.9293287396430969,0.19065675139427185,0.9254001975059509
55,0.18165428936481476,0.9274454712867737,0.2142973095178604,0.9180378913879395
56,0.17737990617752075,0.9288823008537292,0.22703951597213745,0.9116077423095703
57,0.17860201001167297,0.9289799928665161,0.19192461669445038,0.9233963489532471
58,0.1743033081293106,0.9298030138015747,0.2214297503232956,0.9148786664009094
59,0.17386648058891296,0.9311980605125427,0.21936069428920746,0.9201757311820984
60,0.17435237765312195,0.930946946144104,0.1850726455450058,0.9276329278945923
61,0.17453385889530182,0.9293566346168518,0.19204282760620117,0.926047682762146
62,0.17190691828727722,0.9317420721054077,0.18887647986412048,0.9260923266410828
63,0.17386965453624725,0.9311282634735107,0.1986321210861206,0.9261258244514465
64,0.1705554574728012,0.9315328598022461,0.17732420563697815,0.9302340149879456
65,0.17223361134529114,0.932104766368866,0.24499745666980743,0.9157661199569702
66,0.17676521837711334,0.9311841130256653,0.213997021317482,0.9225814342498779
67,0.16997094452381134,0.9320629239082336,0.20624762773513794,0.9184007048606873
68,0.16982758045196533,0.9328302145004272,0.21869489550590515,0.9184007048606873
69,0.16924479603767395,0.9331789612770081,0.2902580201625824,0.9042621850967407
70,0.17101295292377472,0.9326767325401306,0.2111501544713974,0.921894907951355
71,0.16784827411174774,0.9326488375663757,0.171737402677536,0.9330750703811646
72,0.1664240062236786,0.9338625073432922,0.19168773293495178,0.9293241500854492
73,0.16150963306427002,0.9352854490280151,0.20334647595882416,0.9252495169639587
74,0.1626778095960617,0.9366664886474609,0.22424089908599854,0.9183002710342407
75,0.16656234860420227,0.9344763159751892,0.18370690941810608,0.9290506839752197
76,0.16870075464248657,0.93276047706604,0.17905277013778687,0.9308758974075317
77,0.16358304023742676,0.9350343346595764,0.18419793248176575,0.9276161789894104
78,0.1605258584022522,0.9361224174499512,0.16872866451740265,0.9343811869621277
79,0.16045400500297546,0.9363735318183899,0.19994483888149261,0.9263435006141663
80,0.1667366921901703,0.9347134828567505,0.17914420366287231,0.9299660921096802
81,0.1595928966999054,0.9367362260818481,0.24119412899017334,0.9136953353881836
82,0.1609095185995102,0.9366804361343384,0.18113569915294647,0.9318638443946838
83,0.1614871323108673,0.9367920160293579,0.1778535693883896,0.9329690337181091
84,0.16030651330947876,0.9361642599105835,0.16437599062919617,0.9360836148262024
85,0.16074952483177185,0.937084972858429,0.2135174721479416,0.9226037859916687
86,0.15755310654640198,0.9382010102272034,0.21235238015651703,0.9233014583587646
